trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'e': 0.024512454836192684, 'a': 0.5}",35,10,45.17007325956303,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'e': 0.024267330287830756, 'a': 0.5}",25,17,16.78166460753078,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'e': 0.024024656984952448, 'a': 0.5}",25,11,25.299810289083023,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'e': 0.023784410415102923, 'a': 0.5}",30,20,19.068429915170547,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'e': 0.023546566310951894, 'a': 0.5}",25,8,29.659602896639345,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'e': 0.023311100647842375, 'a': 0.5}",20,11,16.26211081065712,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'e': 0.02307798964136395, 'a': 0.5}",20,11,15.954675596449531,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'e': 0.022847209744950314, 'a': 0.5}",20,8,17.201462929957913,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'e': 0.02261873764750081, 'a': 0.5}",20,10,18.73785895729173,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'e': 0.022392550271025803, 'a': 0.5}",25,1,40.8954665445508,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'e': 0.022168624768315544, 'a': 0.5}",30,19,21.81859934258206,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'e': 0.02194693852063239, 'a': 0.5}",30,21,18.76780537706821,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'e': 0.021727469135426065, 'a': 0.5}",30,17,26.63854699660998,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'e': 0.021510194444071803, 'a': 0.5}",20,14,11.619709067576533,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'e': 0.021295092499631085, 'a': 0.5}",30,19,18.90492127799698,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'e': 0.021082141574634772, 'a': 0.5}",25,12,21.35738741957092,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'e': 0.020871320158888425, 'a': 0.5}",30,18,24.6876339205822,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'e': 0.020662606957299542, 'a': 0.5}",20,8,21.493998304892237,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'e': 0.020455980887726547, 'a': 0.5}",35,21,29.178956773840014,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'e': 0.02025142107884928, 'a': 0.5}",20,8,19.818072775584234,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'e': 0.020048906868060788, 'a': 0.5}",25,17,14.585058403527057,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'e': 0.01984841779938018, 'a': 0.5}",20,9,17.829798249573052,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'e': 0.019649933621386378, 'a': 0.5}",25,13,20.499099784379993,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'e': 0.019453434285172513, 'a': 0.5}",20,10,9.185880979330747,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
393,False,"{'e': 0.019258899942320787, 'a': 0.5}",25,8,29.909136078415674,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'e': 0.01906631094289758, 'a': 0.5}",25,3,39.70541326276159,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'e': 0.018875647833468602, 'a': 0.5}",20,4,24.909572650249793,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'e': 0.018686891355133916, 'a': 0.5}",20,15,11.843941087807737,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'e': 0.018500022441582577, 'a': 0.5}",30,1,39.089029778013156,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'e': 0.01831502221716675, 'a': 0.5}",20,15,9.580643371014599,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'e': 0.018131871994995084, 'a': 0.5}",30,10,36.74595629857158,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'e': 0.017950553275045134, 'a': 0.5}",25,13,19.626593915324705,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'e': 0.017771047742294682, 'a': 0.5}",20,11,15.40243611534175,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'e': 0.017593337264871736, 'a': 0.5}",25,14,19.015918497343364,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'e': 0.01741740389222302, 'a': 0.5}",25,14,19.32517073368543,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'e': 0.01724322985330079, 'a': 0.5}",25,15,16.420415704356145,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'e': 0.017070797554767782, 'a': 0.5}",25,17,12.629903291112674,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'e': 0.016900089579220106, 'a': 0.5}",20,5,28.042647616798586,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'e': 0.016731088683427906, 'a': 0.5}",25,15,19.56880485354811,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'e': 0.016563777796593626, 'a': 0.5}",25,11,25.741861259556426,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'e': 0.016398140018627688, 'a': 0.5}",20,3,28.84039712938666,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'e': 0.01623415861844141, 'a': 0.5}",20,4,22.727528989064563,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'e': 0.016071817032256998, 'a': 0.5}",20,7,24.71470216800592,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'e': 0.01591109886193443, 'a': 0.5}",30,20,19.885038001418415,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'e': 0.015751987873315085, 'a': 0.5}",25,12,20.986198753350877,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'e': 0.015594467994581935, 'a': 0.5}",25,12,17.100900402825893,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'e': 0.015438523314636115, 'a': 0.5}",20,13,14.517458100298338,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'e': 0.015284138081489753, 'a': 0.5}",25,18,14.659504596883941,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'e': 0.015131296700674856, 'a': 0.5}",30,21,17.10557164923719,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'e': 0.014979983733668108, 'a': 0.5}",20,13,12.399966755249448,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'e': 0.014830183896331426, 'a': 0.5}",35,17,39.5873557916893,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'e': 0.014681882057368112, 'a': 0.5}",25,11,25.893682573396962,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'e': 0.01453506323679443, 'a': 0.5}",20,13,12.32081279301092,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'e': 0.014389712604426485, 'a': 0.5}",20,9,21.183489804277016,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'e': 0.01424581547838222, 'a': 0.5}",20,0,32.651920018135506,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'e': 0.014103357323598397, 'a': 0.5}",25,11,27.542189345645717,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'e': 0.013962323750362413, 'a': 0.5}",25,5,39.80897872182742,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'e': 0.013822700512858789, 'a': 0.5}",25,15,18.076170016286493,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'e': 0.0136844735077302, 'a': 0.5}",25,10,24.926047921968426,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'e': 0.013547628772652899, 'a': 0.5}",25,14,18.128808002219124,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'e': 0.01341215248492637, 'a': 0.5}",30,18,22.70361895039404,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'e': 0.013278030960077106, 'a': 0.5}",25,13,21.975572846393455,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'e': 0.013145250650476335, 'a': 0.5}",20,10,19.646323785778144,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'e': 0.01301379814397157, 'a': 0.5}",30,13,36.25179273493868,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'e': 0.012883660162531854, 'a': 0.5}",25,16,16.981465242881804,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'e': 0.012754823560906535, 'a': 0.5}",20,12,3.4368191356721365,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
435,False,"{'e': 0.01262727532529747, 'a': 0.5}",30,10,20.94513690381555,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
436,False,"{'e': 0.012501002572044496, 'a': 0.5}",20,10,16.98531574124841,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'e': 0.01237599254632405, 'a': 0.5}",30,17,22.781202049551197,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'e': 0.01225223262086081, 'a': 0.5}",30,3,49.325153244502225,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'e': 0.012129710294652202, 'a': 0.5}",20,16,5.953541657065975,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'e': 0.01200841319170568, 'a': 0.5}",20,9,18.97297173419148,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'e': 0.011888329059788623, 'a': 0.5}",25,15,19.48081139576501,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'e': 0.011769445769190737, 'a': 0.5}",20,0,30.135416194987805,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
443,False,"{'e': 0.01165175131149883, 'a': 0.5}",25,1,39.54704844802178,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'e': 0.011535233798383842, 'a': 0.5}",20,10,19.60760241892636,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'e': 0.011419881460400004, 'a': 0.5}",20,11,12.92575297250616,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'e': 0.011305682645796004, 'a': 0.5}",25,19,11.697106432756488,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'e': 0.011192625819338045, 'a': 0.5}",30,10,36.08188366761467,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'e': 0.011080699561144665, 'a': 0.5}",25,5,34.40531726667801,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'e': 0.010969892565533218, 'a': 0.5}",20,14,14.382913075314221,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'e': 0.010860193639877886, 'a': 0.5}",20,14,14.098928805902888,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'e': 0.010751591703479106, 'a': 0.5}",25,12,24.930548093194574,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'e': 0.010644075786444315, 'a': 0.5}",20,3,27.017841638836998,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'e': 0.010537635028579873, 'a': 0.5}",30,21,18.402028168770723,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'e': 0.010432258678294073, 'a': 0.5}",25,14,18.490199003451487,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'e': 0.010327936091511133, 'a': 0.5}",20,13,13.776905817823229,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'e': 0.010224656730596022, 'a': 0.5}",20,8,21.907729412773154,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'e': 0.01012241016329006, 'a': 0.5}",20,16,9.375195934841413,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'e': 0.01002118606165716, 'a': 0.5}",35,13,42.317299833043464,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'e': 0.009920974201040588, 'a': 0.5}",20,14,8.776800590735613,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'e': 0.009821764459030182, 'a': 0.5}",30,13,26.583754970664096,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'e': 0.00972354681443988, 'a': 0.5}",30,18,21.66395008266825,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'e': 0.00962631134629548, 'a': 0.5}",20,10,21.239683185502955,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'e': 0.009530048232832525, 'a': 0.5}",20,14,12.638654566025966,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'e': 0.009434747750504199, 'a': 0.5}",25,10,24.81507560869631,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'e': 0.009340400272999157, 'a': 0.5}",20,8,23.34347089616875,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'e': 0.009246996270269165, 'a': 0.5}",20,0,34.609860638216595,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
467,False,"{'e': 0.009154526307566474, 'a': 0.5}",25,14,16.639943359614282,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'e': 0.009062981044490808, 'a': 0.5}",20,7,21.176702107502933,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'e': 0.0089723512340459, 'a': 0.5}",20,16,8.247818368168188,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'e': 0.00888262772170544, 'a': 0.5}",20,6,20.068814797713006,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'e': 0.008793801444488386, 'a': 0.5}",20,6,24.656397954391743,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'e': 0.008705863430043502, 'a': 0.5}",20,8,21.28170016338605,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'e': 0.008618804795743068, 'a': 0.5}",20,8,24.09124983543702,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'e': 0.008532616747785637, 'a': 0.5}",20,13,13.060303766557631,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'e': 0.00844729058030778, 'a': 0.5}",25,13,23.399787200914158,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'e': 0.008362817674504702, 'a': 0.5}",25,14,20.370106972059542,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'e': 0.008279189497759654, 'a': 0.5}",20,11,19.369546551515477,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'e': 0.008196397602782058, 'a': 0.5}",25,11,24.844481477548776,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'e': 0.008114433626754238, 'a': 0.5}",20,12,13.615983634100008,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'e': 0.008033289290486696, 'a': 0.5}",20,9,17.22658614382148,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'e': 0.00795295639758183, 'a': 0.5}",25,15,21.619925796447518,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'e': 0.00787342683360601, 'a': 0.5}",35,20,31.999827148933683,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'e': 0.0077946925652699495, 'a': 0.5}",20,6,24.514320938599326,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'e': 0.00771674563961725, 'a': 0.5}",25,19,13.320365800306238,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'e': 0.007639578183221077, 'a': 0.5}",30,7,39.36520670855272,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'e': 0.0075631824013888665, 'a': 0.5}",20,16,7.551086623788861,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'e': 0.007487550577374978, 'a': 0.5}",25,12,26.659499772149697,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'e': 0.007412675071601228, 'a': 0.5}",20,14,12.616857942632018,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'e': 0.007338548320885215, 'a': 0.5}",25,17,16.50826485842198,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'e': 0.0072651628376763635, 'a': 0.5}",20,11,16.524569023870512,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'e': 0.0071925112092996, 'a': 0.5}",25,20,10.700753476263792,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'e': 0.007120586097206604, 'a': 0.5}",25,11,30.26213304184642,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'e': 0.007049380236234538, 'a': 0.5}",30,13,29.4675886229244,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'e': 0.006978886433872193, 'a': 0.5}",20,9,22.318420090739107,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'e': 0.006909097569533471, 'a': 0.5}",35,21,31.51144644918345,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'e': 0.006840006593838137, 'a': 0.5}",20,11,15.767646989656404,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'e': 0.0067716065278997555, 'a': 0.5}",20,2,-13.911877261470433,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
498,False,"{'e': 0.006703890462620758, 'a': 0.5}",20,6,24.832585861046034,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'e': 0.006636851557994551, 'a': 0.5}",20,13,11.379217600081322,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'e': 0.006570483042414605, 'a': 0.5}",20,16,7.55299517183499,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'e': 0.006504778211990459, 'a': 0.5}",25,10,29.66935298185071,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'e': 0.006439730429870554, 'a': 0.5}",35,3,56.0804898660779,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'e': 0.0063753331255718484, 'a': 0.5}",20,12,13.716971743935432,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'e': 0.00631157979431613, 'a': 0.5}",20,3,27.65204446445894,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'e': 0.006248463996372969, 'a': 0.5}",35,23,19.651117497515077,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'e': 0.006185979356409239, 'a': 0.5}",25,14,21.508134017688917,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'e': 0.006124119562845147, 'a': 0.5}",25,16,15.549006613074285,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'e': 0.006062878367216695, 'a': 0.5}",20,13,14.19361555277786,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'e': 0.006002249583544528, 'a': 0.5}",20,6,26.365946974230813,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'e': 0.005942227087709083, 'a': 0.5}",25,13,19.69223007094553,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'e': 0.005882804816831992, 'a': 0.5}",20,1,23.95460024140525,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'e': 0.005823976768663672, 'a': 0.5}",30,16,24.504545146255932,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'e': 0.005765737000977035, 'a': 0.5}",25,12,23.483549177308404,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'e': 0.005708079630967265, 'a': 0.5}",35,21,24.80676195394247,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'e': 0.005650998834657592, 'a': 0.5}",20,3,30.17037562577561,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'e': 0.005594488846311016, 'a': 0.5}",20,14,11.08686347143845,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'e': 0.005538543957847906, 'a': 0.5}",35,22,20.62643159912284,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'e': 0.005483158518269427, 'a': 0.5}",20,14,7.799596655645346,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'e': 0.005428326933086733, 'a': 0.5}",25,11,27.30830771936799,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'e': 0.005374043663755866, 'a': 0.5}",20,11,19.433482177414184,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'e': 0.005320303227118307, 'a': 0.5}",20,5,24.22491035878095,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'e': 0.005267100194847124, 'a': 0.5}",20,6,25.00893254806079,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'e': 0.005214429192898652, 'a': 0.5}",20,9,18.61336547823455,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'e': 0.005162284900969666, 'a': 0.5}",30,2,46.07973885183942,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'e': 0.005110662051959969, 'a': 0.5}",30,13,32.8639935417223,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'e': 0.005059555431440369, 'a': 0.5}",25,8,29.88738102097186,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'e': 0.005008959877125965, 'a': 0.5}",25,18,12.616645075289597,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'e': 0.004958870278354705, 'a': 0.5}",30,16,23.87925992343569,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'e': 0.004909281575571158, 'a': 0.5}",25,14,21.40135551091032,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'e': 0.004860188759815446, 'a': 0.5}",20,0,32.095050321503734,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'e': 0.004811586872217292, 'a': 0.5}",30,13,31.875327258347987,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'e': 0.004763471003495119, 'a': 0.5}",20,12,16.239150630837297,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'e': 0.004715836293460168, 'a': 0.5}",25,11,24.064372659111868,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'e': 0.004668677930525566, 'a': 0.5}",20,13,14.349823982839634,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'e': 0.00462199115122031, 'a': 0.5}",20,0,31.46454130448064,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'e': 0.004575771239708107, 'a': 0.5}",25,12,23.495789568256644,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'e': 0.004530013527311026, 'a': 0.5}",20,15,9.623378006934113,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'e': 0.004484713392037916, 'a': 0.5}",25,12,25.646421796281302,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'e': 0.004439866258117537, 'a': 0.5}",25,11,25.152410275551297,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'e': 0.004395467595536362, 'a': 0.5}",20,10,20.48022974829981,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'e': 0.004351512919580998, 'a': 0.5}",30,13,33.6054039400992,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'e': 0.004307997790385188, 'a': 0.5}",30,19,21.8423625413821,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'e': 0.004264917812481336, 'a': 0.5}",20,6,21.21028938195099,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'e': 0.0042222686343565225, 'a': 0.5}",20,13,15.226414312173599,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'e': 0.0041800459480129575, 'a': 0.5}",20,10,18.81063854806775,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'e': 0.0041382454885328275, 'a': 0.5}",20,0,29.0407570815764,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
547,False,"{'e': 0.004096863033647499, 'a': 0.5}",30,2,43.60982887043363,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'e': 0.0040558944033110235, 'a': 0.5}",25,20,8.53095374500921,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'e': 0.0040153354592779135, 'a': 0.5}",25,13,23.776654216319145,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'e': 0.0039751821046851345, 'a': 0.5}",30,16,26.89190183396468,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'e': 0.003935430283638283, 'a': 0.5}",20,6,24.415468912986587,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'e': 0.0038960759808019003, 'a': 0.5}",20,0,31.807758261457952,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
553,False,"{'e': 0.003857115220993881, 'a': 0.5}",25,15,20.324359144219084,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'e': 0.003818544068783942, 'a': 0.5}",20,12,13.188161309766794,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
