trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'e': 0.15735328210778965, 'a': 0.5}",20,0,22.8596863456796,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
185,False,"{'e': 0.15577974928671176, 'a': 0.5}",25,20,10.82943190420363,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'e': 0.15422195179384465, 'a': 0.5}",30,23,11.935009230256192,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'e': 0.1526797322759062, 'a': 0.5}",20,8,6.391016237697805,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'e': 0.15115293495314713, 'a': 0.5}",20,4,16.419634542089344,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'e': 0.14964140560361566, 'a': 0.5}",20,11,15.233132062122257,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'e': 0.1481449915475795, 'a': 0.5}",30,12,30.905423979655072,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'e': 0.1466635416321037, 'a': 0.5}",20,12,9.374986749139985,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
192,False,"{'e': 0.14519690621578268, 'a': 0.5}",20,5,-18.55691205724571,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
193,False,"{'e': 0.14374493715362485, 'a': 0.5}",30,11,33.20994956635089,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'e': 0.1423074877820886, 'a': 0.5}",30,9,-14.837843819339557,"{0: 18, 1: 1, 2: 0, 3: 2, 4: 0}",1
195,False,"{'e': 0.1408844129042677, 'a': 0.5}",25,15,21.102764722714333,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'e': 0.13947556877522502, 'a': 0.5}",20,12,-5.989126724116751,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
197,False,"{'e': 0.13808081308747278, 'a': 0.5}",25,17,3.0357325684110297,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'e': 0.13670000495659804, 'a': 0.5}",20,0,-12.87854864462119,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
199,False,"{'e': 0.13533300490703207, 'a': 0.5}",25,8,32.67253595872371,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'e': 0.13397967485796175, 'a': 0.5}",25,11,-22.66845172346277,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
201,False,"{'e': 0.13263987810938213, 'a': 0.5}",25,15,13.188661116446806,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
202,False,"{'e': 0.1313134793282883, 'a': 0.5}",30,10,24.34566067814428,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'e': 0.13000034453500542, 'a': 0.5}",25,12,21.39321652241881,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'e': 0.12870034108965536, 'a': 0.5}",30,23,11.127890046507769,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'e': 0.12741333767875881, 'a': 0.5}",25,13,20.04701993834407,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'e': 0.12613920430197123, 'a': 0.5}",30,2,46.77102232309112,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'e': 0.12487781225895152, 'a': 0.5}",25,17,13.56266874754556,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'e': 0.123629034136362, 'a': 0.5}",30,0,43.61989251133929,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
209,False,"{'e': 0.12239274379499838, 'a': 0.5}",20,6,-4.061710218079209,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
210,False,"{'e': 0.1211688163570484, 'a': 0.5}",20,15,10.188421536221064,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'e': 0.11995712819347792, 'a': 0.5}",25,17,15.026744986402159,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'e': 0.11875755691154315, 'a': 0.5}",20,9,21.86101997728828,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'e': 0.11756998134242772, 'a': 0.5}",25,14,19.774970784173828,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'e': 0.11639428152900344, 'a': 0.5}",20,16,7.762746761830322,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'e': 0.11523033871371341, 'a': 0.5}",20,13,13.986031768827086,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'e': 0.11407803532657627, 'a': 0.5}",25,20,7.354714080413318,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'e': 0.11293725497331052, 'a': 0.5}",20,3,29.859665862247994,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'e': 0.1118078824235774, 'a': 0.5}",20,3,31.003196858694576,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'e': 0.11068980359934164, 'a': 0.5}",30,10,37.808681007164154,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'e': 0.10958290556334822, 'a': 0.5}",20,13,13.993609804469253,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'e': 0.10848707650771475, 'a': 0.5}",20,13,11.486564703378889,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'e': 0.1074022057426376, 'a': 0.5}",20,10,7.6221768428906405,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
223,False,"{'e': 0.10632818368521123, 'a': 0.5}",25,13,7.104588444784878,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
224,False,"{'e': 0.10526490184835911, 'a': 0.5}",25,10,28.19229282388022,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'e': 0.10421225282987552, 'a': 0.5}",30,4,31.88771953494162,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'e': 0.10317013030157676, 'a': 0.5}",20,0,31.930445428980995,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
227,False,"{'e': 0.10213842899856099, 'a': 0.5}",20,10,17.185056897985636,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'e': 0.10111704470857538, 'a': 0.5}",30,18,-12.602446305896827,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
229,False,"{'e': 0.10010587426148963, 'a': 0.5}",30,5,40.631681652041706,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'e': 0.09910481551887473, 'a': 0.5}",20,6,24.953365805541484,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'e': 0.09811376736368599, 'a': 0.5}",20,2,36.08918513964015,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'e': 0.09713262969004913, 'a': 0.5}",30,9,-28.81687581760896,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
233,False,"{'e': 0.09616130339314863, 'a': 0.5}",25,16,15.979282045304917,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'e': 0.09519969035921715, 'a': 0.5}",20,6,-22.084941720677936,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
235,False,"{'e': 0.09424769345562498, 'a': 0.5}",30,16,27.38347039678013,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'e': 0.09330521652106873, 'a': 0.5}",20,6,24.661607616331533,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'e': 0.09237216435585804, 'a': 0.5}",25,20,6.944455960280957,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'e': 0.09144844271229946, 'a': 0.5}",20,15,9.599707183234962,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'e': 0.09053395828517646, 'a': 0.5}",30,6,41.88956880139001,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'e': 0.08962861870232469, 'a': 0.5}",25,14,15.496451111585504,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'e': 0.08873233251530144, 'a': 0.5}",20,12,12.855574326741692,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'e': 0.08784500919014843, 'a': 0.5}",25,15,20.97973910950771,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'e': 0.08696655909824694, 'a': 0.5}",20,7,12.20209107995808,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'e': 0.08609689350726446, 'a': 0.5}",35,17,-15.978306730024785,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
245,False,"{'e': 0.08523592457219181, 'a': 0.5}",25,12,-1.8592975690758275,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
246,False,"{'e': 0.0843835653264699, 'a': 0.5}",20,0,26.797073785462107,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
247,False,"{'e': 0.0835397296732052, 'a': 0.5}",20,1,1.4105212594528327,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
248,False,"{'e': 0.08270433237647315, 'a': 0.5}",25,0,-1.5487232347305597,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
249,False,"{'e': 0.08187728905270841, 'a': 0.5}",35,23,25.806104730203412,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'e': 0.08105851616218133, 'a': 0.5}",25,10,15.922418577637854,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
251,False,"{'e': 0.08024793100055952, 'a': 0.5}",25,0,41.11799769183069,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
252,False,"{'e': 0.07944545169055392, 'a': 0.5}",30,19,22.281109747989845,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'e': 0.07865099717364837, 'a': 0.5}",20,13,-0.3378469199898153,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'e': 0.07786448720191189, 'a': 0.5}",25,8,30.70114922902094,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'e': 0.07708584232989277, 'a': 0.5}",20,14,8.730179798142485,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'e': 0.07631498390659384, 'a': 0.5}",20,15,9.855871950398251,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'e': 0.07555183406752791, 'a': 0.5}",35,9,17.716244919187588,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
258,False,"{'e': 0.07479631572685264, 'a': 0.5}",20,13,14.490790376021693,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'e': 0.07404835256958411, 'a': 0.5}",30,17,-13.132906538086647,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
260,False,"{'e': 0.07330786904388827, 'a': 0.5}",30,0,51.51030551255027,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
261,False,"{'e': 0.07257479035344938, 'a': 0.5}",25,11,15.350261962674514,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
262,False,"{'e': 0.07184904244991488, 'a': 0.5}",25,8,10.022682175856076,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
263,False,"{'e': 0.07113055202541574, 'a': 0.5}",20,8,10.865449520013003,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'e': 0.07041924650516158, 'a': 0.5}",20,2,19.509763633240304,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
265,False,"{'e': 0.06971505404010997, 'a': 0.5}",30,11,2.8479194246778925,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
266,False,"{'e': 0.06901790349970886, 'a': 0.5}",25,7,29.445261327120953,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'e': 0.06832772446471178, 'a': 0.5}",20,8,20.614484233575347,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'e': 0.06764444722006466, 'a': 0.5}",25,14,16.426777957438482,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'e': 0.066968002747864, 'a': 0.5}",20,6,22.608880980602734,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'e': 0.06629832272038537, 'a': 0.5}",20,0,27.847270152630458,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
271,False,"{'e': 0.06563533949318151, 'a': 0.5}",25,14,21.445430864765715,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'e': 0.06497898609824969, 'a': 0.5}",30,12,31.133305757866236,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'e': 0.0643291962372672, 'a': 0.5}",20,13,9.672112676019495,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'e': 0.06368590427489453, 'a': 0.5}",20,9,10.305783945922549,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'e': 0.06304904523214558, 'a': 0.5}",25,14,22.168288703588633,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'e': 0.06241855477982412, 'a': 0.5}",30,16,3.5610233995927345,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
277,False,"{'e': 0.06179436923202588, 'a': 0.5}",20,6,24.800748282693334,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'e': 0.06117642553970562, 'a': 0.5}",25,14,15.160085592785322,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'e': 0.06056466128430856, 'a': 0.5}",20,11,17.219003671989878,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'e': 0.05995901467146548, 'a': 0.5}",20,4,0.7538561871945533,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
281,False,"{'e': 0.05935942452475082, 'a': 0.5}",25,15,16.74633993766026,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'e': 0.058765830279503314, 'a': 0.5}",20,12,15.612927623975047,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'e': 0.05817817197670828, 'a': 0.5}",25,12,24.69164133224487,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'e': 0.057596390256941195, 'a': 0.5}",25,10,-22.243991672602004,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
285,False,"{'e': 0.05702042635437178, 'a': 0.5}",25,9,33.277046325885564,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'e': 0.05645022209082806, 'a': 0.5}",30,18,24.87979046618012,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'e': 0.05588571986991978, 'a': 0.5}",20,0,33.06951714008136,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'e': 0.055326862671220584, 'a': 0.5}",30,21,16.835183968532405,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'e': 0.05477359404450838, 'a': 0.5}",20,3,26.897511183625447,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'e': 0.054225858104063294, 'a': 0.5}",25,15,18.48378296976721,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'e': 0.05368359952302266, 'a': 0.5}",25,1,38.84822315671161,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'e': 0.053146763527792434, 'a': 0.5}",20,13,13.07872335487233,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'e': 0.052615295892514506, 'a': 0.5}",20,10,15.365091625006743,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'e': 0.052089142933589364, 'a': 0.5}",30,20,20.519528190587046,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'e': 0.05156825150425347, 'a': 0.5}",25,15,5.139054873088471,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'e': 0.051052568989210935, 'a': 0.5}",20,6,23.74915863666279,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'e': 0.05054204329931883, 'a': 0.5}",25,9,12.578114323976482,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'e': 0.05003662286632564, 'a': 0.5}",20,10,18.26396781114235,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'e': 0.04953625663766238, 'a': 0.5}",20,6,26.97098294105536,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'e': 0.04904089407128576, 'a': 0.5}",20,16,7.478955434731929,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'e': 0.0485504851305729, 'a': 0.5}",25,7,32.4181454009062,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'e': 0.048064980279267165, 'a': 0.5}",20,0,23.179835157388155,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
303,False,"{'e': 0.04758433047647449, 'a': 0.5}",20,11,14.871441891837701,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'e': 0.04710848717170975, 'a': 0.5}",20,0,24.673666923915714,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
305,False,"{'e': 0.04663740229999265, 'a': 0.5}",25,17,14.769447222424994,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'e': 0.04617102827699272, 'a': 0.5}",20,0,19.549802663534948,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
307,False,"{'e': 0.045709317994222794, 'a': 0.5}",35,13,32.720808538045574,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'e': 0.04525222481428057, 'a': 0.5}",25,17,12.261676982979873,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'e': 0.04479970256613776, 'a': 0.5}",25,13,23.940510195169107,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'e': 0.04435170554047638, 'a': 0.5}",20,6,22.67582843944497,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'e': 0.043908188485071616, 'a': 0.5}",20,11,19.560234648997508,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'e': 0.0434691066002209, 'a': 0.5}",30,16,24.94202397868794,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'e': 0.04303441553421869, 'a': 0.5}",30,14,32.86113419704247,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'e': 0.0426040713788765, 'a': 0.5}",20,10,15.993387279131122,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'e': 0.04217803066508773, 'a': 0.5}",30,24,9.89508038845953,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'e': 0.04175625035843686, 'a': 0.5}",20,13,14.025536504082268,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'e': 0.041338687854852486, 'a': 0.5}",25,13,21.346911574939764,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'e': 0.04092530097630396, 'a': 0.5}",30,23,12.513858569614053,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'e': 0.040516047966540916, 'a': 0.5}",20,8,9.542559588945936,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
320,False,"{'e': 0.04011088748687551, 'a': 0.5}",25,18,14.290411623301164,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'e': 0.03970977861200675, 'a': 0.5}",20,4,10.342087246687138,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'e': 0.03931268082588668, 'a': 0.5}",25,16,15.873338216822432,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'e': 0.03891955401762781, 'a': 0.5}",20,7,13.627700262335722,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
324,False,"{'e': 0.03853035847745153, 'a': 0.5}",30,23,13.886289819272173,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'e': 0.03814505489267701, 'a': 0.5}",20,13,12.429326050463807,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'e': 0.03776360434375024, 'a': 0.5}",20,11,16.953097195486823,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'e': 0.03738596830031274, 'a': 0.5}",25,14,21.115443561207748,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'e': 0.03701210861730961, 'a': 0.5}",20,7,23.324655335992595,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'e': 0.03664198753113651, 'a': 0.5}",30,18,11.980870498816026,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
330,False,"{'e': 0.036275567655825146, 'a': 0.5}",25,14,7.973715908630146,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
331,False,"{'e': 0.03591281197926689, 'a': 0.5}",20,12,18.258861857463952,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'e': 0.035553683859474224, 'a': 0.5}",25,13,19.275415570603787,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'e': 0.03519814702087948, 'a': 0.5}",25,6,36.13628667448074,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'e': 0.03484616555067068, 'a': 0.5}",25,15,21.782541356964163,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'e': 0.034497703895163975, 'a': 0.5}",25,8,19.711241116386955,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
336,False,"{'e': 0.03415272685621234, 'a': 0.5}",20,11,13.302357567309882,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'e': 0.03381119958765021, 'a': 0.5}",20,6,26.268321618476783,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'e': 0.03347308759177371, 'a': 0.5}",25,18,11.839551886966994,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'e': 0.03313835671585597, 'a': 0.5}",25,6,29.08356181514858,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'e': 0.03280697314869741, 'a': 0.5}",20,8,20.722972711199603,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'e': 0.032478903417210436, 'a': 0.5}",20,16,5.91885597303617,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'e': 0.032154114383038335, 'a': 0.5}",30,7,39.99054789436332,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'e': 0.03183257323920795, 'a': 0.5}",20,16,7.174431905756687,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'e': 0.03151424750681587, 'a': 0.5}",25,15,21.061705649396078,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'e': 0.03119910503174771, 'a': 0.5}",20,12,13.192721985412149,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'e': 0.030887113981430233, 'a': 0.5}",20,0,28.768778046583325,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'e': 0.03057824284161593, 'a': 0.5}",20,6,27.11791361102053,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'e': 0.03027246041319977, 'a': 0.5}",25,10,24.882356455167706,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'e': 0.029969735809067772, 'a': 0.5}",20,14,12.064805896782175,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'e': 0.029670038450977095, 'a': 0.5}",20,14,11.911490863795768,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'e': 0.029373338066467324, 'a': 0.5}",20,0,33.717239799985386,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
352,False,"{'e': 0.02907960468580265, 'a': 0.5}",20,9,23.10751471240313,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'e': 0.028788808638944622, 'a': 0.5}",20,13,6.407899147769442,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
354,False,"{'e': 0.028500920552555174, 'a': 0.5}",30,21,15.540106758598778,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'e': 0.028215911347029624, 'a': 0.5}",30,10,30.046721225207484,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'e': 0.027933752233559327, 'a': 0.5}",25,13,20.876997426036098,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'e': 0.027654414711223735, 'a': 0.5}",20,14,13.075092961497624,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'e': 0.027377870564111496, 'a': 0.5}",25,7,17.836745188202467,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
359,False,"{'e': 0.027104091858470382, 'a': 0.5}",20,0,35.272015035528014,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
360,False,"{'e': 0.026833050939885677, 'a': 0.5}",20,6,23.10611598305042,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'e': 0.02656472043048682, 'a': 0.5}",20,12,15.789006338502611,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'e': 0.02629907322618195, 'a': 0.5}",25,14,21.90730941887868,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'e': 0.026036082493920133, 'a': 0.5}",20,8,21.820936294465067,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'e': 0.02577572166898093, 'a': 0.5}",25,20,9.552624384591642,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'e': 0.025517964452291122, 'a': 0.5}",25,15,20.56300059599727,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'e': 0.02526278480776821, 'a': 0.5}",20,12,14.676359238279204,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'e': 0.025010156959690527, 'a': 0.5}",25,20,8.369744801204615,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'e': 0.02476005539009362, 'a': 0.5}",20,2,29.241771949240757,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
